Ticker_x,SimFinId,Company.Name,IndustryId,Sector,Industry,Report.Date,Fiscal.Year,Current.Ratio,Quick.Ratio,NWC.to.Asset.Ratio,Cash.Ratio,Long.Term.Debt.Ratio,Liabilities.to.Equity.Ratio,Total.Debt.Ratio,Debt.to.Asset.Ratio,Interest.Coverage.Ratio,Cash.Coverage.Ratio,Return.On.Assets,Return.On.Capital,Return.On.Equity,Operating.Profit.Margin,Net.Profit.Margin,Asset.Turnover,Receivable.Turnover,Close,Book.to.Market.Ratio,Earning.Per.Share,Sales.Per.Share,Price.to.Earning.Ratio,Year.adj,Ticker_y,Return
AAN,441241,AARON'S INC,100007,Industrials,Consulting & Outsourcing,12/31/14,2014,2.34631,0.195933,0.573799,0.006268,0.331264,1.008011,0.501995,0.246691,10.873696,73.365042,0.18160453,0.243863833,0.364663949,0.065741681,0.029028587,1.47497176,39.23814862,30.57,0.55035663,1.0757669509999999,37.05888096,28.41693544,2013,AAN,0.041658172
AAN,441241,AARON'S INC,100007,Industrials,Consulting & Outsourcing,12/31/15,2015,2.336193,0.326542,0.5719529999999999,0.022781,0.30746799999999996,0.9745739999999999,0.493562,0.224847,11.153493,72.269453,0.19587079899999998,0.267844655,0.386761333,0.074200976,0.042679061,1.29424416,29.61135375,22.39,0.835630804,1.8579329980000001,43.53265884,12.05102661,2014,AAN,-0.27023693600000004
AAN,441241,AARON'S INC,100007,Industrials,Consulting & Outsourcing,12/31/16,2016,2.593779,0.852339,0.614462,0.537673,0.251502,0.765483,0.433583,0.190321,12.705717,79.72389,0.18186239,0.240324094,0.321074947,0.081956757,0.043421238,1.18870864,16.10024393,31.99,0.63433102,1.9076465830000002,43.93349129999999,16.76935355,2015,AAN,0.451492537
AAN,441241,AARON'S INC,100007,Industrials,Consulting & Outsourcing,12/31/17,2017,2.823641,0.449441,0.6458470000000001,0.09677100000000001,0.175886,0.55802,0.35816,0.136984,14.580174,96.449554,0.166794564,0.21416185199999999,0.25986919,0.080589992,0.086454269,1.293596907,18.73789601,39.85,0.60124943,4.056183358999999,46.91709766,9.824506556000001,2016,AAN,0.233410494
AAN,441241,AARON'S INC,100007,Industrials,Consulting & Outsourcing,12/31/18,2018,2.7418169999999997,0.338159,0.635278,0.02725,0.194354,0.605429,0.377114,0.150265,18.185475,132.163581,0.138169281,0.178709288,0.221820995,0.07592552799999999,0.051244175,1.42219448,20.5857182,42.05,0.5931097879999999,2.779296571,54.23634149,15.12972759,2017,AAN,0.059407184
AAOI,671827,"APPLIED OPTOELECTRONICS, INC.",101004,Technology,Semiconductors,12/31/13,2013,1.995443,1.3330520000000001,0.49885799999999997,0.767494,0.123931,0.760658,0.43203,0.23508600000000002,-0.300686,3.036239,0.46536463299999997,0.717805556,0.8193477809999999,-0.003914618,-0.017928185,1.192796739,5.79844732,15.01,0.42171106399999997,-0.141094466,7.869980346,-106.3826277,2012,AAOI,0.501
AAOI,671827,"APPLIED OPTOELECTRONICS, INC.",101004,Technology,Semiconductors,12/31/14,2014,2.329973,1.480484,0.57081,0.830518,0.14214300000000002,0.596964,0.373812,0.155975,48.54982858,72.31921174,0.46372298100000003,0.635284816,0.740548812,0.03938704,0.032832755,1.174613037,5.905609127000001,11.22,0.674962152,0.282018239,8.589539408,39.78466085,2013,AAOI,-0.245967742
AAOI,671827,"APPLIED OPTOELECTRONICS, INC.",101004,Technology,Semiconductors,12/31/15,2015,2.077862,1.008842,0.518736,0.485421,0.17050099999999999,0.653436,0.39519899999999997,0.23733400000000002,19.491304,33.149275,0.48807020799999995,0.669399935,0.806992829,0.070820366,0.056834279,1.033935863,6.011681281,17.16,0.582995557,0.6528215039999999,11.48640434,26.28589882,2014,AAOI,0.521276596
AAOI,671827,"APPLIED OPTOELECTRONICS, INC.",101004,Technology,Semiconductors,12/31/16,2016,2.627049,1.667984,0.619345,0.8381770000000001,0.13326300000000002,0.417505,0.294535,0.13286900000000001,15.659864,25.311564999999998,0.566493339,0.6959957309999999,0.803007248,0.088296326,0.119802235,0.953333943,6.723739523,23.44,0.547661154,1.763344829,14.71879748,13.29291901,2015,AAOI,0.382075472
AAOI,671827,"APPLIED OPTOELECTRONICS, INC.",101004,Technology,Semiconductors,12/31/17,2017,3.248529,2.019885,0.692168,1.173446,0.12818,0.359186,0.264265,0.10940599999999999,136.500785,168.496075,0.6239050389999999,0.7393061559999999,0.8480028559999999,0.227424548,0.19342241899999998,1.186185692,7.68253426,37.82,0.437564771,3.672010251,18.98440869,10.29953552,2016,AAOI,0.59510755
AAOI,671827,"APPLIED OPTOELECTRONICS, INC.",101004,Technology,Semiconductors,12/31/18,2018,2.509429,1.113178,0.601503,0.718773,0.154917,0.41856099999999996,0.29506,0.179755,-13.067961,22.973301,0.298230657,0.357519606,0.42305845700000005,-0.040259473,-0.00802348,0.590451318,4.4689223060000005,15.43,1.0855698999999999,-0.10922787199999999,13.61352878,-141.2643103,2017,AAOI,-0.591798942
AAON,919501,AAON INC,100001,Industrials,Industrial Products,12/31/11,2011,2.181275,0.882725,0.541553,0.000336,0.8092590000000001,0.46102200000000004,0.31554699999999997,2.903934,133.916201,197.586592,1.2990932,0.36202710899999996,1.898003331,0.09004207,0.052535497,1.660999395,6.6720132329999995,9.1067,0.24029035399999998,0.24982771899999998,4.755407928,36.45191993,2010,AAON,0.11161400099999999
AAON,919501,AAON INC,100001,Industrials,Industrial Products,12/31/12,2012,2.310309,1.2582209999999998,0.567157,0.15119200000000002,0.790018,0.40074299999999996,0.286093,2.685938,48.54982858,72.31921174,1.36152729,0.40046743100000004,1.9071494759999998,0.14594509,0.09055668800000001,1.693554064,8.879339133,9.2756,0.267978008,0.493924783,5.45431588,18.7793776,2011,AAON,0.024584237000000002
AAON,919501,AAON INC,100001,Industrials,Industrial Products,12/31/13,2013,3.078046,1.820122,0.6751189999999999,0.7619060000000001,0.75948,0.312834,0.238289,2.405224,48.54982858,72.31921174,1.2756864890000001,0.40281421100000003,1.674765091,0.17376533600000002,0.116917855,1.659698284,7.3209319289999994,21.3,0.138601728,0.675459058,5.777210479,31.53410966,2012,AAON,1.261562898
AAON,919501,AAON INC,100001,Industrials,Industrial Products,12/31/14,2014,2.857796,1.784487,0.65008,0.7759560000000001,0.748848,0.304006,0.233132,2.2865279999999997,48.54982858,72.31921174,1.3402724540000002,0.438944909,1.7477234730000002,0.189999495,0.123927234,1.65389614,9.121726442,22.39,0.140402741,0.797521849,6.435404234,28.07446597,2013,AAON,0.06349953
AAON,919501,AAON INC,100001,Industrials,Industrial Products,12/31/15,2015,2.815919,1.59543,0.644876,0.46138199999999996,0.743854,0.30145700000000003,0.23163000000000003,2.231369,48.54982858,72.31921174,1.328957201,0.443024343,1.729580031,0.1986521,0.127506748,1.580057628,8.133720403,23.22,0.141430439,0.839331029,6.582640076000001,27.66488931,2014,AAON,0.039467849
AAON,919501,AAON INC,100001,Industrials,Industrial Products,12/31/16,2016,3.477578,2.003873,0.712444,0.943167,0.715792,0.245908,0.197373,2.02146,48.54982858,72.31921174,1.295895217,0.458872217,1.614566436,0.207236371,0.139008326,1.6490032380000001,7.675855589,33.05,0.116556086,0.998620125,7.183887133,33.0956679,2015,AAON,0.458808063
AAON,919501,AAON INC,100001,Industrials,Industrial Products,12/31/17,2017,2.980534,1.5098200000000002,0.6644899999999999,0.5338430000000001,0.687413,0.25104299999999996,0.200667,1.757824,48.54982858,72.31921174,1.148918391,0.449295234,1.437346665,0.182976665,0.134485924,1.579667095,9.423780842000001,36.7,0.121779915,1.026738882,7.634545315,35.74423901,2016,AAON,0.104932735
AAON,919501,AAON INC,100001,Industrials,Industrial Products,12/31/18,2018,2.93027,1.166441,0.658734,0.04148,0.678543,0.245245,0.196945,1.6951169999999998,48.54982858,72.31921174,1.195783866,0.47866367299999996,1.4890444,0.128536434,0.098104146,1.462184109,8.620664309,35.06,0.134034072,0.808309587,8.239300952999999,43.37447011,2017,AAON,-0.042489850999999995
AAP,184955,ADVANCE AUTO PARTS INC,103002,Consumer Cyclical,Retail - Apparel & Specialty,12/31/10,2010,1.149467,0.099259,0.130031,0.032039,0.224478,2.2271509999999997,0.690129,0.09941900000000001,21.776293,27.898068,1.008993753,2.525235688,3.256175352,0.098719487,0.058403569,1.9281725809999999,64.01472558,66.15,0.18028089,3.970546727,67.98465951,16.66017416,2009,AAP,0.631203931
AAP,184955,ADVANCE AUTO PARTS INC,103002,Consumer Cyclical,Retail - Apparel & Specialty,12/31/11,2011,1.048424,0.09045700000000001,0.046187,0.026463999999999998,0.328677,3.311468,0.7680600000000001,0.11378900000000002,21.475395000000002,27.160521999999997,0.9819766320000001,2.842219231,4.233760735,0.10771349,0.06396312,1.839613239,49.670860600000005,69.63,0.15800266699999999,5.121018282,80.06204668,13.59690518,2010,AAP,0.050676692
AAP,184955,ADVANCE AUTO PARTS INC,103002,Consumer Cyclical,Retail - Apparel & Specialty,12/31/12,2012,1.244004,0.323474,0.196144,0.23367,0.33300799999999997,2.810884,0.737594,0.131147,19.423628,25.024645,0.774790228,1.969384433,2.952635431,0.10593306699999999,0.062477004,1.697325094,44.31923404,72.35,0.225943795,5.234398207,83.78119684,13.82202827,2011,AAP,0.020382345
AAP,184955,ADVANCE AUTO PARTS INC,103002,Consumer Cyclical,Retail - Apparel & Specialty,12/31/13,2013,1.442927,0.502775,0.306964,0.402372,0.409778,2.670199,0.727535,0.189331,18.032607000000002,23.707275,0.663852836,1.438059024,2.436471981,0.101684157,0.060327875,1.407471996,28.25043286,110.68,0.186599247,5.336284632,88.45470891,20.74102257,2012,AAP,0.509320996
AAP,184955,ADVANCE AUTO PARTS INC,103002,Consumer Cyclical,Retail - Apparel & Specialty,12/31/14,2014,1.297345,0.187307,0.22919499999999998,0.028642,0.449632,2.975391,0.748452,0.20557899999999998,11.602414,15.480642000000001,0.7481784920000001,1.636960692,2.9743019160000004,0.086521945,0.050165784000000005,1.76895971,35.46123309,159.28,0.171285947,6.726578037,134.0869725,23.67920198,2013,AAP,0.44545125
AAP,184955,ADVANCE AUTO PARTS INC,103002,Consumer Cyclical,Retail - Apparel & Specialty,12/31/15,2015,1.30106,0.181323,0.231396,0.023906,0.328965,2.303073,0.6972520000000001,0.148492,12.625061,16.744985,0.72228912,1.600937565,2.3857739909999998,0.084808306,0.048618376,1.222881212,16.79302893,150.51,0.221728864,6.420435897000001,132.05780320000002,23.44233358,2014,AAP,-0.062791421
AAP,184955,ADVANCE AUTO PARTS INC,103002,Consumer Cyclical,Retail - Apparel & Specialty,12/31/16,2016,1.407154,0.211213,0.289346,0.036773,0.263428,1.851332,0.649287,0.12542899999999998,13.146353,17.459272,0.702459629,1.4753137109999999,2.002945965,0.082318606,0.048039028,1.177169165,16.00513727,169.12,0.2334723,6.223218154,129.54504709999998,27.17565025,2015,AAP,0.134740369
AAP,184955,ADVANCE AUTO PARTS INC,103002,Consumer Cyclical,Retail - Apparel & Specialty,12/31/17,2017,1.559408,0.331397,0.358731,0.157161,0.234179,1.483694,0.597374,0.123118,9.697318,13.936361999999999,0.6613402420000001,1.257911889,1.642566635,0.060830503,0.050727113,1.1273297409999998,14.61794115,99.69,0.462260967,6.41620564,126.4847389,15.53722022,2016,AAP,-0.414861225
AAP,184955,ADVANCE AUTO PARTS INC,103002,Consumer Cyclical,Retail - Apparel & Specialty,12/31/18,2018,1.565242,0.391538,0.361121,0.23071,0.227502,1.546078,0.6072390000000001,0.11566900000000001,10.678500999999999,14.887591,0.633497953,1.245989532,1.6129354040000001,0.063073075,0.044240344,1.129475834,15.80018702,157.46,0.304774521,5.728358854,129.48269380000002,27.48780305,2017,AAP,0.562933598
AAPL,111052,APPLE INC,101001,Technology,Computer Hardware,9/30/09,2009,2.742482,2.3313919999999997,0.635367,2.039284,0.155937,0.501296,0.333909,0.12305799999999999,36.801024,39.101871,0.772383739,0.978755473,1.159576485,0.273627782,0.191935672,1.1861712420000001,17.714698600000002,30.1046,0.16553731,1.297047504,6.757719874,23.21009825,2008,AAPL,1.453792609
AAPL,111052,APPLE INC,101001,Technology,Computer Hardware,9/30/10,2010,2.0112919999999996,1.502268,0.502807,1.236367,0.169176,0.573162,0.364338,0.129437,36.570315,38.613161,0.756806725,0.989161878,1.1905798159999998,0.281870448,0.214840935,1.3731289869999999,19.40642666,46.08,0.16022457,2.1648439109999997,10.0764964,21.28559928,2009,AAPL,0.511315185
AAPL,111052,APPLE INC,101001,Technology,Computer Hardware,9/30/11,2011,1.6084379999999998,1.119807,0.378279,0.927851,0.153549,0.5189060000000001,0.341632,0.11943,47.613251,50.169345,0.8284452309999999,1.065114871,1.2583306140000001,0.31215069,0.239466415,1.439806871,19.64591652,57.8571,0.201968707,3.953624753,16.51014296,14.63393812,2010,AAPL,0.243703783
AAPL,111052,APPLE INC,101001,Technology,Computer Hardware,9/30/12,2012,1.495849,1.03936,0.33148299999999997,0.7557729999999999,0.0,0.489417,0.328596,0.0,65.068993,68.929008,0.7940862409999999,1.182725658,1.182725658,0.35295959299999996,0.266650906,1.344905518,29.15030732,76.0247,0.23496689,6.306476345,23.650684100000003,12.05502024,2011,AAPL,0.390505713
AAPL,111052,APPLE INC,101001,Technology,Computer Hardware,9/30/13,2013,1.678639,1.228824,0.404279,0.9287190000000001,0.12070399999999999,0.675449,0.403145,0.081932,67.76106899999999,77.105373,0.719072464,1.059348511,1.204768958,0.286694752,0.216704698,0.9707265540000001,15.63677951,80.1457,0.236375568,5.679098214,26.20662245,14.11239901,2012,AAPL,0.162146995
AAPL,111052,APPLE INC,101001,Technology,Computer Hardware,9/30/14,2014,1.0801129999999999,0.670423,0.074171,0.395237,0.206263,1.0783969999999998,0.51886,0.152239,42.491231,48.922013,0.67639612,1.115850968,1.405819968,0.28722339199999997,0.21614376800000001,0.883067633,13.95168677,110.38,0.165054416,6.453074422,29.85547302,17.10502511,2013,AAPL,0.482183191
AAPL,111052,APPLE INC,101001,Technology,Computer Hardware,9/30/15,2015,1.108771,0.725096,0.0981,0.516077,0.308824,1.432617,0.58892,0.221557,36.160274,41.874947999999996,0.689049235,1.15854393,1.67619287,0.304772907,0.228457737,1.0080918220000001,13.38573883,105.26,0.195735027,9.216876236000001,40.34390062,11.42035515,2014,AAPL,-0.036807612999999996
AAPL,111052,APPLE INC,101001,Technology,Computer Hardware,9/30/16,2016,1.3526690000000001,1.049401,0.260721,0.849999,0.37032800000000005,1.508292,0.601322,0.27055,26.454534999999996,31.084432,0.562334077,0.8881507890000001,1.4104983269999998,0.278354101,0.211867983,0.7426992029999999,12.79832631,115.82,0.20131936399999997,8.306302896,39.20508789,13.94362828,2015,AAPL,0.150472663
AAPL,111052,APPLE INC,101001,Technology,Computer Hardware,9/30/17,2017,1.276063,0.913117,0.21634,0.73582,0.420347,1.7999060000000002,0.642845,0.308218,20.941221,24.408553,0.512190963,0.831272108,1.434086552,0.26760428199999997,0.210924208,0.71260173,14.55084423,169.23,0.150827488,9.206747083,43.64955142,18.38108492,2016,AAPL,0.482642487
AAPL,111052,APPLE INC,101001,Technology,Computer Hardware,9/30/18,2018,1.132926,0.771912,0.11732999999999999,0.57191,0.466617,2.4133009999999997,0.707029,0.31303000000000003,22.411579999999997,25.858129,0.611801217,1.113842953,2.088261921,0.26694026600000004,0.22414202100000002,0.707651358,14.85929283,157.74,0.135849707,11.90594045,53.11784203,13.24884839,2017,AAPL,-0.056417489
AAWW,762204,ATLAS AIR WORLDWIDE HOLDINGS INC,100010,Industrials,Transportation & Logistics,12/31/11,2011,1.444441,1.057816,0.307691,0.715947,0.373347,1.09484,0.522637,0.313683,18.323756,20.481507,0.49044123,0.643820304,1.027395904,0.287355459,0.06871828099999999,0.722180959,18.61780802,38.43,1.12406722,3.6364771780000003,52.91862842,10.56792003,2010,AAWW,-0.31885856100000004
AAWW,762204,ATLAS AIR WORLDWIDE HOLDINGS INC,100010,Industrials,Transportation & Logistics,12/31/12,2012,1.9297689999999998,1.669388,0.481803,1.280066,0.47152200000000005,1.447539,0.591426,0.41362899999999997,11.596267,13.204294,0.426303294,0.551410404,1.043394012,0.316291542,0.078933459,0.688428849,17.65882441,44.32,1.094719892,4.893856642,61.999774,9.056252203,2011,AAWW,0.124873096
AAWW,762204,ATLAS AIR WORLDWIDE HOLDINGS INC,100010,Industrials,Transportation & Logistics,12/31/13,2013,1.423853,1.11443,0.29768,0.797612,0.5379229999999999,1.8123349999999998,0.644424,0.456296,8.29236,9.884801,0.349686238,0.45442294,0.9834350000000001,0.319532863,0.056634076,0.525552029,12.97453486,41.15,1.253732572,3.66164592,64.65446599,11.23811556,2012,AAWW,-0.09639877
AAWW,762204,ATLAS AIR WORLDWIDE HOLDINGS INC,100010,Industrials,Transportation & Logistics,12/31/14,2014,1.188226,1.0059790000000002,0.158409,0.6652,0.550554,1.8264150000000001,0.646195,0.47861400000000004,6.57689,8.189584,0.335579996,0.426293896,0.948488322,0.313535809,0.059335882,0.48388183799999995,13.61388933,49.3,1.1445265759999999,4.248696621000001,71.60417081,11.60355855,2013,AAWW,0.20009737100000002
AAWW,762204,ATLAS AIR WORLDWIDE HOLDINGS INC,100010,Industrials,Transportation & Logistics,12/31/15,2015,1.189173,1.085966,0.15908,0.786258,0.544668,1.863741,0.650806,0.45656199999999997,5.58172,7.334695,0.290434667,0.378712764,0.8317295690000001,0.257860631,0.003997456,0.45483728700000003,11.24459566,41.34,1.406034583,0.291230314,72.85390519,141.9495086,2014,AAWW,-0.168271175
AAWW,762204,ATLAS AIR WORLDWIDE HOLDINGS INC,100010,Industrials,Transportation & Logistics,12/31/16,2016,0.6335529999999999,0.521409,-0.578401,0.22683699999999998,0.5234489999999999,1.799231,0.642759,0.435895,6.505713,8.638237,0.294663839,0.393074311,0.824832041,0.279795306,0.022567617999999998,0.441750474,11.19621077,52.15,1.158266209,1.652707006,73.23355892,31.55429232,2015,AAWW,0.287654321
AAWW,762204,ATLAS AIR WORLDWIDE HOLDINGS INC,100010,Industrials,Transportation & Logistics,12/31/17,2017,0.795545,0.6619189999999999,-0.25700100000000003,0.39861199999999997,0.528842,1.7686369999999998,0.638811,0.449403,6.5501830000000005,8.658073,0.298446845,0.389313901,0.826291054,0.28454411399999996,0.10362956,0.507715464,12.95280084,58.65,1.180381328,8.64365282,83.40914365,6.785325744,2016,AAWW,0.123563218
AAWW,762204,ATLAS AIR WORLDWIDE HOLDINGS INC,100010,Industrials,Transportation & Logistics,12/31/18,2018,0.770216,0.619328,-0.29833699999999996,0.289979,0.5160359999999999,1.676445,0.62637,0.44623900000000005,6.526742,8.883694,0.331139996,0.42892681899999996,0.886278001,0.274619416,0.10104364800000001,0.540358094,13.7687759,42.19,1.733160118,9.567094516000001,94.68279057,4.409907306,2017,AAWW,-0.28003413
AAXN,493957,"AXON ENTERPRISE, INC.",100008,Industrials,Aerospace & Defense,12/31/11,2011,3.8855,2.403657,0.742633,1.662204,0.86026,0.272962,0.21443,4.836085,-0.118361,0.15854400000000002,0.287673481,0.051172382,0.366197285,-0.038443595,-0.078197894,0.661061944,6.647795261000001,5.12,0.270957002,-0.11844673300000001,1.5147048930000002,-43.22618182,2010,AAXN,0.077894737
